buyer_id,supplier_id,to_airport,from_airport,flight_type,journey_type,pax,costprice,markup,selling_price,booking_date,payment_method,refund_status,refund_amount,channel_of_booking,booking_status,travel_date,cashback,coupon_redeem,Coupon USed?
284,1,BLR,LAS,International,one way,5,23193,7165,30358,11-05-2024,PayPal,Yes,1012.490027,Web,cancelled,23-05-2024,14.72159836,0,No
248,5,BLR,DEL,Domestic,round trip,4,10832,3346,14178,22-07-2024,Credit Card,Yes,279.5515171,iOS,confirmed,05-08-2024,0,0,No
123,7,PNQ,JFK,International,one way,5,29898,9236,39134,20-06-2024,Debit Card,Yes,922.5708306,Web,confirmed,22-06-2024,0,0,No
421,5,BLR,MIA,International,round trip,3,26463,8175,34638,25-04-2024,Debit Card,Yes,1009.687042,iOS,confirmed,14-07-2024,0,0,No
453,1,SEA,DEN,International,round trip,3,21012,6491,27503,07-08-2024,Debit Card,Yes,544.967373,Android,failed,24-08-2024,7.923822035,0,No
380,1,GOI,ATL,International,one way,1,26288,8120,34408,27-08-2024,Credit Card,Yes,791.1601573,Web,confirmed,11-09-2024,11.50346351,0,No
443,3,MIA,BOM,International,one way,1,29018,8964,37982,05-04-2024,Bank Transfer,Yes,799.8495217,iOS,confirmed,28-10-2024,11.62980681,30.8319624,Yes
194,5,ORD,LAX,International,round trip,2,22954,7091,30045,07-06-2024,Debit Card,Yes,744.1464595,iOS,confirmed,18-06-2024,0,0,No
33,7,HYD,GOI,International,round trip,2,31713,9796,41509,21-05-2024,PayPal,Yes,634.169531,Web,confirmed,05-06-2024,0,0,No
295,1,DEL,CCU,Domestic,round trip,1,10025,3097,13122,16-05-2024,Bank Transfer,No,0,Web,cancelled,19-05-2024,5.943192868,0,No
382,5,LHR,DFW,International,one way,2,37058,11447,48505,28-04-2024,Bank Transfer,Yes,0,Web,confirmed,08-05-2024,0,0,No
463,3,DEL,BOM,Domestic,round trip,1,5053,1561,6614,26-05-2024,Debit Card,Yes,126.7604544,Web,confirmed,28-12-2024,1.843096177,3.265052182,Yes
105,5,JAI,DEL,International,round trip,3,15818,4887,20705,26-07-2024,PayPal,Yes,325.6118853,iOS,confirmed,01-08-2024,0,0,No
186,5,MAA,SEA,International,one way,4,31285,9664,40949,13-07-2024,PayPal,Yes,0,Android,confirmed,09-10-2024,0,8.219598598,Yes
63,5,PNQ,SFO,International,one way,4,11916,3681,15597,11-04-2024,PayPal,Yes,850.4922863,Android,confirmed,26-04-2024,0,0,No
484,1,BOM,SEA,International,one way,3,23857,7370,31227,18-05-2024,Debit Card,Yes,135.910523,Android,failed,13-07-2024,1.976138115,0,No
376,3,DFW,BOM,International,round trip,5,21451,6626,28077,23-03-2024,Bank Transfer,Yes,225.7441589,iOS,confirmed,31-03-2024,3.282318592,0,No
74,3,BOM,MAA,Domestic,round trip,2,11169,3451,14620,20-07-2024,Credit Card,No,0,Web,confirmed,06-08-2024,7.942115255,0,No
105,1,MAA,JAI,International,one way,2,22636,6993,29629,28-05-2024,Debit Card,Yes,151.6858695,Web,confirmed,17-06-2024,2.205511549,0,No
427,3,BLR,ATL,International,round trip,3,16041,4956,20997,22-04-2024,Credit Card,No,0,Web,confirmed,12-05-2024,5.050774652,0,No
189,3,DFW,AMD,International,one way,2,26010,8035,34045,09-09-2024,Credit Card,Yes,842.6082219,Android,cancelled,22-09-2024,12.25151803,0,No
320,1,DEN,DEL,International,round trip,4,32474,10031,42505,26-04-2024,Debit Card,Yes,625.7908315,Web,confirmed,05-05-2024,9.098994592,0,No
272,5,CCU,GOI,International,round trip,3,15778,4874,20652,04-09-2024,PayPal,Yes,906.3517971,Android,confirmed,25-09-2024,0,0,No
311,5,AMD,MAA,International,round trip,2,31349,9684,41033,24-03-2024,Bank Transfer,No,0,Web,confirmed,15-04-2024,0,0,No
162,1,HYD,GOI,International,round trip,1,24896,7691,32587,25-04-2024,PayPal,Yes,1042.826165,iOS,failed,18-05-2024,15.16268561,0,No
24,7,ORD,CCU,International,one way,4,24698,7629,32327,12-04-2024,Credit Card,No,0,Android,confirmed,26-04-2024,0,0,No
140,1,ATL,JFK,International,one way,1,32873,10154,43027,13-06-2024,Credit Card,Yes,678.4288794,Web,cancelled,20-06-2024,9.864351464,0,No
417,5,DEL,MAA,Domestic,round trip,1,10521,3251,13772,14-05-2024,Debit Card,Yes,332.5263212,Android,confirmed,15-06-2024,0,0,No
6,3,JAI,GOI,International,round trip,4,32407,10011,42418,31-08-2024,PayPal,Yes,673.4365386,Web,confirmed,16-09-2024,9.791762862,0,No
264,5,JFK,AMD,International,round trip,5,35862,11078,46940,03-08-2024,Bank Transfer,Yes,385.0812391,Web,confirmed,15-08-2024,0,0,No
456,7,PNQ,GOI,International,round trip,1,11891,3673,15564,12-05-2024,Bank Transfer,Yes,277.1034512,Web,confirmed,07-01-2025,0,13.41842409,Yes
138,7,JFK,MAA,International,round trip,1,25277,7808,33085,31-05-2024,Debit Card,Yes,288.4268993,iOS,confirmed,13-06-2024,0,0,No
297,7,JFK,AMD,International,one way,1,25135,7764,32899,23-07-2024,Debit Card,Yes,844.5676765,Android,confirmed,12-08-2024,0,0,No
173,7,BLR,DEL,Domestic,round trip,3,8848,2733,11581,01-09-2024,Bank Transfer,No,0,iOS,confirmed,21-09-2024,0,0,No
127,7,HYD,ATL,International,one way,4,31779,9816,41595,15-08-2024,Bank Transfer,Yes,0,Android,confirmed,04-01-2025,0,44.92120979,Yes
492,5,LHR,LAS,International,round trip,5,34184,10560,44744,15-08-2024,Credit Card,No,0,Web,confirmed,25-08-2024,0,0,No
298,7,PNQ,CCU,International,one way,1,15083,4660,19743,03-06-2024,PayPal,Yes,996.9940607,Android,confirmed,14-09-2024,0,55.39332267,Yes
116,5,BOM,PNQ,International,one way,3,31452,9715,41167,15-05-2024,Bank Transfer,No,0,Android,confirmed,21-05-2024,0,0,No
170,3,LAS,SEA,International,one way,3,34530,10667,45197,26-08-2024,Debit Card,No,0,Android,failed,09-09-2024,1.267004516,0,No
335,1,GOI,PNQ,International,round trip,1,38114,11773,49887,29-07-2024,PayPal,Yes,727.1250329,Android,cancelled,08-08-2024,10.57239322,0,No
92,1,BLR,LAS,International,round trip,3,23209,7170,30379,19-04-2024,Debit Card,Yes,0,Web,confirmed,24-08-2024,1.051614547,0,No
97,5,DEL,SFO,International,round trip,5,13842,4276,18118,02-09-2024,Debit Card,Yes,696.7360187,iOS,confirmed,07-10-2024,0,40.90553682,Yes
420,5,HYD,BOM,Domestic,round trip,1,6452,1994,8446,01-08-2024,Debit Card,Yes,459.6071097,Web,confirmed,14-08-2024,0,0,No
207,7,LAS,GOI,International,round trip,3,22259,6876,29135,17-07-2024,Credit Card,No,0,Web,confirmed,04-08-2024,0,0,No
241,3,LAS,CCU,International,round trip,5,26285,8120,34405,09-07-2024,Credit Card,Yes,0,Web,cancelled,14-07-2024,10.65303753,0,No
363,5,AMD,ORD,International,round trip,5,12771,3946,16717,10-08-2024,Credit Card,Yes,206.3396533,iOS,confirmed,21-08-2024,0,0,No
497,5,AMD,LAX,International,round trip,3,33928,10480,44408,22-04-2024,Credit Card,Yes,198.966467,Android,confirmed,14-05-2024,0,0,No
462,1,BOM,GOI,International,round trip,2,15466,4778,20244,27-05-2024,Debit Card,Yes,893.9263305,Android,failed,14-06-2024,12.99768299,0,No
416,3,DEL,LAS,International,round trip,1,36840,11380,48220,17-08-2024,Credit Card,No,0,Android,failed,30-08-2024,1.434085232,0,No
88,1,MIA,DEL,International,round trip,1,25808,7972,33780,09-09-2024,PayPal,Yes,68.58105659,Android,failed,28-09-2024,0.997168114,0,No
121,5,JFK,DEL,International,round trip,5,26793,8276,35069,31-03-2024,Bank Transfer,Yes,712.3119673,Android,confirmed,04-04-2024,0,0,No
360,3,BLR,HYD,Domestic,one way,4,5647,1745,7392,19-05-2024,Bank Transfer,Yes,756.6358457,Android,cancelled,11-06-2024,11.00148024,0,No
92,5,LAX,JAI,International,one way,1,23458,7246,30704,04-04-2024,Bank Transfer,Yes,951.1247415,Web,confirmed,10-12-2024,0,32.41905606,Yes
190,5,MAA,AMD,International,one way,3,34441,10639,45080,10-08-2024,Bank Transfer,Yes,1020.154472,Web,confirmed,31-08-2024,0,0,No
313,7,SFO,DFW,International,round trip,1,20843,6439,27282,05-07-2024,Bank Transfer,Yes,290.9453886,Web,confirmed,18-07-2024,0,0,No
498,1,DFW,AMD,International,round trip,4,34169,10555,44724,13-06-2024,PayPal,Yes,129.0890253,Web,confirmed,20-06-2024,1.876953583,0,No
320,1,JAI,GOI,International,round trip,4,27492,8493,35985,18-03-2024,PayPal,Yes,429.1118712,Web,confirmed,20-03-2024,6.239283798,0,No
58,1,LAX,SEA,International,one way,4,36113,11155,47268,09-08-2024,Bank Transfer,Yes,606.9617469,Web,cancelled,02-09-2024,8.825219826,0,No
333,7,HYD,BOM,Domestic,round trip,1,8721,2694,11415,05-07-2024,PayPal,Yes,472.3726147,Web,confirmed,21-07-2024,0,0,No
329,5,JFK,HYD,International,one way,5,20617,6369,26986,30-03-2024,PayPal,Yes,47.12056104,Web,confirmed,17-10-2024,0,1.441795894,Yes
389,7,DEN,AMD,International,round trip,3,16987,5247,22234,05-05-2024,Bank Transfer,No,0,Web,confirmed,16-05-2024,0,0,No
339,1,ATL,DEN,International,round trip,2,27414,8469,35883,27-08-2024,Bank Transfer,Yes,354.9928054,iOS,failed,21-09-2024,5.161593067,0,No
156,5,MIA,JAI,International,round trip,4,15420,4763,20183,21-03-2024,Credit Card,Yes,535.7130317,Android,confirmed,28-03-2024,0,0,No
405,7,DEN,ATL,International,round trip,3,26756,8265,35021,13-06-2024,Bank Transfer,Yes,771.5939049,Android,confirmed,07-08-2024,0,0,No
115,3,LAX,GOI,International,one way,4,30461,9409,39870,01-06-2024,Debit Card,Yes,0,Web,confirmed,16-06-2024,7.585349537,0,No
378,5,MIA,SEA,International,one way,4,35409,10938,46347,06-04-2024,Bank Transfer,Yes,57.12097576,iOS,confirmed,09-04-2024,0,0,No
245,7,MIA,MAA,International,round trip,2,14096,4355,18451,02-06-2024,Bank Transfer,Yes,1125.632895,Android,confirmed,04-06-2024,0,0,No
381,1,DEL,JFK,International,round trip,4,23655,7307,30962,06-06-2024,Credit Card,Yes,953.7496822,Android,failed,14-12-2024,13.86751413,56.04896426,Yes
75,5,SEA,CCU,International,one way,4,30909,9548,40457,18-03-2024,Bank Transfer,Yes,267.6088394,Android,confirmed,17-11-2024,0,9.380945089,Yes
374,1,BOM,PNQ,International,round trip,5,28206,8713,36919,22-08-2024,Debit Card,No,0,Web,confirmed,24-08-2024,2.251886462,0,No
216,7,GOI,CCU,International,round trip,2,15933,4922,20855,07-08-2024,Bank Transfer,Yes,644.0939302,iOS,confirmed,26-10-2024,0,26.52741254,Yes
429,3,BOM,CCU,Domestic,round trip,5,4424,1367,5791,28-08-2024,Credit Card,Yes,361.5206246,Web,confirmed,23-09-2024,5.256507515,0,No
234,7,DEL,CCU,Domestic,round trip,3,10910,3370,14280,29-08-2024,Bank Transfer,Yes,951.7017739,iOS,confirmed,01-09-2024,0,0,No
412,3,GOI,PNQ,International,one way,1,26926,8318,35244,18-08-2024,Credit Card,No,0,Web,failed,04-09-2024,19.24314396,0,No
322,1,BOM,DEL,Domestic,round trip,5,10288,3178,13466,08-07-2024,Bank Transfer,No,0,Web,confirmed,25-07-2024,12.84674285,0,No
313,5,LAS,MIA,International,one way,1,14983,4629,19612,02-06-2024,PayPal,Yes,399.2056988,Web,confirmed,30-06-2024,0,0,No
145,1,AMD,JAI,International,one way,1,20176,6233,26409,02-04-2024,Credit Card,No,0,Web,confirmed,18-04-2024,12.36615506,0,No
467,5,HYD,LAX,International,round trip,1,34689,10715,45404,23-05-2024,Debit Card,Yes,494.6888167,iOS,confirmed,19-12-2024,0,35.16288252,Yes
435,7,ORD,MIA,International,round trip,2,24498,7568,32066,20-08-2024,Debit Card,Yes,778.1342534,Web,confirmed,16-09-2024,0,0,No
499,5,BLR,BOM,Domestic,one way,2,6899,2131,9030,14-04-2024,Bank Transfer,Yes,815.1539775,Web,confirmed,24-09-2024,0,33.73710522,Yes
177,5,LAS,AMD,International,one way,2,34113,10538,44651,04-06-2024,PayPal,No,0,Android,confirmed,09-06-2024,0,0,No
479,5,DEL,SFO,International,round trip,1,14598,4510,19108,13-06-2024,PayPal,No,0,Android,confirmed,23-06-2024,0,0,No
43,3,HYD,SFO,International,one way,3,33271,10278,43549,23-06-2024,Credit Card,Yes,874.2494518,Android,failed,26-06-2024,12.71158131,0,No
173,3,PNQ,LAX,International,round trip,5,27182,8397,35579,14-09-2024,PayPal,No,0,Web,cancelled,08-10-2024,4.671947745,0,No
413,7,HYD,MAA,Domestic,round trip,4,5024,1553,6577,07-05-2024,Credit Card,No,0,Web,confirmed,29-05-2024,0,0,No
219,1,GOI,JFK,International,one way,1,14545,4494,19039,21-09-2024,Debit Card,Yes,0,Web,confirmed,28-09-2024,4.099242219,0,No
287,1,MIA,HYD,International,round trip,1,20371,6293,26664,28-07-2024,Bank Transfer,Yes,62.73642813,Web,confirmed,20-08-2024,0.912187254,0,No
434,7,LAX,HYD,International,one way,5,21912,6769,28681,25-08-2024,PayPal,No,0,Web,confirmed,03-09-2024,0,0,No
263,5,MIA,CCU,International,round trip,1,14672,4532,19204,14-04-2024,Bank Transfer,No,0,Android,confirmed,28-04-2024,0,0,No
367,3,LAX,HYD,International,round trip,3,34929,10790,45719,10-04-2024,Credit Card,Yes,259.4684764,Android,confirmed,06-05-2024,3.772669948,0,No
6,3,LHR,MIA,International,one way,2,23989,7410,31399,27-06-2024,Debit Card,Yes,532.4012368,Web,confirmed,23-07-2024,7.741110498,0,No
214,3,JFK,SFO,International,round trip,3,22910,7077,29987,22-08-2024,PayPal,Yes,173.2349386,Web,cancelled,10-09-2024,2.518834873,0,No
327,7,JFK,DEN,International,round trip,4,11709,3617,15326,30-06-2024,Credit Card,Yes,0,iOS,confirmed,17-07-2024,0,0,No
298,7,SEA,LAS,International,round trip,4,33361,10305,43666,12-05-2024,Bank Transfer,Yes,673.3695511,Web,confirmed,31-12-2024,0,2.149745976,Yes
183,5,DFW,JFK,International,one way,3,17775,5491,23266,08-05-2024,PayPal,Yes,67.20060609,Web,confirmed,18-05-2024,0,0,No
432,5,BLR,ORD,International,one way,1,15119,4671,19790,18-09-2024,Bank Transfer,Yes,918.2552288,iOS,confirmed,21-09-2024,0,0,No
144,7,DEL,JFK,International,one way,2,31131,9616,40747,18-04-2024,PayPal,Yes,673.794513,Web,confirmed,11-05-2024,0,0,No
44,1,BOM,DEN,International,round trip,3,36159,11170,47329,08-06-2024,Credit Card,Yes,0,Web,confirmed,17-07-2024,1.212108217,0,No
337,1,PNQ,LAX,International,one way,2,21080,6512,27592,05-09-2024,Credit Card,Yes,397.9782916,Web,confirmed,22-09-2024,5.786601755,0,No
436,1,AMD,LAX,International,round trip,5,16445,5080,21525,10-04-2024,PayPal,Yes,0,iOS,confirmed,26-10-2024,3.5334772,10.18063169,Yes
432,5,BOM,DEN,International,one way,2,11467,3542,15009,15-08-2024,Debit Card,Yes,0,Web,confirmed,31-08-2024,0,0,No
451,1,DEL,GOI,International,round trip,4,31264,9658,40922,24-07-2024,Debit Card,No,0,Web,cancelled,12-08-2024,6.978848756,0,No
207,5,CCU,AMD,International,round trip,1,35693,11025,46718,07-07-2024,PayPal,No,0,Android,confirmed,21-07-2024,0,0,No
265,3,LAX,AMD,International,round trip,2,29006,8960,37966,30-04-2024,Bank Transfer,No,0,Web,confirmed,17-05-2024,1.098237652,0,No
492,1,BLR,GOI,International,round trip,2,33960,10490,44450,26-07-2024,PayPal,No,0,Web,confirmed,10-08-2024,6.219305847,0,No
331,1,MAA,ATL,International,round trip,5,28905,8929,37834,15-04-2024,PayPal,Yes,0,Web,confirmed,23-09-2024,4.743415414,8.935666776,Yes
268,3,ATL,AMD,International,one way,1,24642,7612,32254,31-07-2024,Credit Card,Yes,909.0693705,Android,failed,02-08-2024,13.21786269,0,No
391,3,SEA,BOM,International,one way,2,25504,7879,33383,10-04-2024,PayPal,Yes,0,Android,confirmed,06-12-2024,6.709152424,27.62001394,Yes
353,3,MAA,SFO,International,round trip,1,17723,5475,23198,24-04-2024,Debit Card,Yes,1237.009664,Android,cancelled,27-04-2024,17.98611242,0,No
387,5,PNQ,JFK,International,round trip,4,27823,8595,36418,22-03-2024,Debit Card,Yes,256.9279486,Android,confirmed,24-03-2024,0,0,No
390,3,SFO,LAX,International,round trip,5,20540,6345,26885,07-07-2024,PayPal,No,0,Android,failed,12-07-2024,6.24680202,0,No
166,5,AMD,SFO,International,one way,3,21649,6688,28337,05-06-2024,PayPal,Yes,824.7024507,Web,confirmed,02-07-2024,0,0,No
269,3,AMD,SFO,International,one way,4,28311,8746,37057,02-08-2024,Debit Card,Yes,941.7430798,Android,cancelled,18-08-2024,13.69293821,0,No
299,7,ORD,DEN,International,round trip,2,24354,7523,31877,28-06-2024,Credit Card,No,0,iOS,confirmed,12-07-2024,0,0,No
360,5,LAX,AMD,International,round trip,1,36183,11177,47360,17-05-2024,Bank Transfer,No,0,Android,confirmed,25-05-2024,0,0,No
294,7,DEN,PNQ,International,round trip,3,34907,10783,45690,23-04-2024,Bank Transfer,Yes,259.5290821,Web,confirmed,06-09-2024,0,5.987238005,Yes
452,3,DEL,AMD,International,round trip,4,34233,10575,44808,18-03-2024,Bank Transfer,No,0,Web,confirmed,30-03-2024,14.05438559,0,No
359,1,HKG,GOI,International,round trip,5,16358,5053,21411,07-05-2024,PayPal,Yes,606.7094992,Web,confirmed,20-05-2024,8.821552146,0,No
285,7,PNQ,LAX,International,round trip,5,28544,8817,37361,09-04-2024,Bank Transfer,Yes,0,iOS,confirmed,15-12-2024,0,8.263911614,Yes
79,5,BLR,JFK,International,one way,4,19640,6067,25707,04-04-2024,PayPal,Yes,0,Web,confirmed,29-11-2024,0,1.6246664,Yes
170,1,BOM,HYD,Domestic,round trip,4,8487,2622,11109,29-03-2024,Credit Card,Yes,0,Android,confirmed,13-05-2024,7.053804035,0,No
67,7,HYD,LAX,International,round trip,5,37272,11513,48785,07-06-2024,Debit Card,No,0,Web,confirmed,30-06-2024,0,0,No
144,1,LAX,ORD,International,round trip,1,24475,7561,32036,06-04-2024,Credit Card,Yes,732.2030114,Android,confirmed,04-05-2024,10.64622699,0,No
89,7,DEN,ATL,International,round trip,3,28126,8688,36814,01-05-2024,Debit Card,Yes,306.2293634,Android,confirmed,11-05-2024,0,0,No
197,3,BOM,MAA,Domestic,round trip,3,3891,1203,5094,01-06-2024,PayPal,No,0,Android,failed,10-06-2024,11.32693281,0,No
57,1,DFW,LAS,International,one way,1,27504,8496,36000,26-04-2024,PayPal,Yes,231.2308423,Web,confirmed,12-11-2024,3.362094933,9.062646927,Yes
92,3,DEN,ORD,International,round trip,2,20538,6345,26883,09-08-2024,Bank Transfer,Yes,462.0914443,Android,cancelled,25-10-2024,6.718806574,5.987400976,Yes
31,5,PNQ,BLR,International,round trip,3,37832,11686,49518,01-04-2024,Bank Transfer,Yes,785.8046609,Web,confirmed,10-04-2024,0,0,No
177,7,AMD,ATL,International,one way,2,15574,4811,20385,31-07-2024,Debit Card,Yes,912.2835557,Android,confirmed,06-08-2024,0,0,No
100,1,MAA,DFW,International,round trip,5,36675,11329,48004,22-05-2024,Bank Transfer,Yes,833.8545399,iOS,cancelled,20-06-2024,12.12423955,0,No
484,1,LAS,CCU,International,one way,2,13281,4103,17384,08-04-2024,Debit Card,Yes,318.1354452,Android,failed,16-04-2024,4.62568729,0,No
356,3,MAA,ATL,International,one way,4,14342,4430,18772,26-05-2024,Credit Card,Yes,851.8173887,Android,cancelled,21-06-2024,12.38541925,0,No
21,7,PNQ,SEA,International,round trip,2,24861,7680,32541,06-06-2024,PayPal,Yes,0,iOS,confirmed,13-09-2024,0,26.27030968,Yes
102,5,MIA,GOI,International,round trip,4,14536,4491,19027,15-04-2024,Credit Card,Yes,674.7561114,Android,confirmed,04-05-2024,0,0,No
487,1,MAA,DEL,Domestic,round trip,1,9831,3037,12868,14-04-2024,Credit Card,Yes,0,Web,cancelled,25-12-2024,8.223742472,18.20611761,Yes
369,1,BOM,LAX,International,round trip,1,31661,9780,41441,12-07-2024,Bank Transfer,Yes,144.8687919,Android,cancelled,06-08-2024,2.106391286,0,No
439,1,MAA,LAS,International,one way,1,37822,11683,49505,11-05-2024,Debit Card,Yes,0,Android,failed,18-05-2024,11.39414837,0,No
57,3,HYD,SFO,International,one way,3,33192,10253,43445,20-06-2024,Debit Card,Yes,0,Android,failed,27-06-2024,4.757955272,0,No
88,7,AMD,MAA,International,one way,1,32664,10090,42754,17-09-2024,Credit Card,Yes,888.6611419,Web,confirmed,16-10-2024,0,0,No
265,5,DFW,SFO,International,one way,2,12678,3917,16595,13-07-2024,Bank Transfer,Yes,799.5935588,Web,confirmed,11-08-2024,0,0,No
134,3,CCU,DFW,International,one way,1,37432,11563,48995,07-04-2024,Credit Card,Yes,0,Web,confirmed,07-11-2024,12.73536306,26.91121428,Yes
113,1,HYD,ORD,International,round trip,5,14841,4585,19426,07-05-2024,PayPal,Yes,125.0476147,Web,confirmed,12-05-2024,1.818191499,0,No
360,7,BOM,ATL,International,round trip,1,23870,7374,31244,28-03-2024,Credit Card,Yes,467.5994674,Android,confirmed,16-09-2024,0,17.56914504,Yes
495,5,JFK,SEA,International,round trip,4,34804,10751,45555,23-04-2024,Debit Card,Yes,669.7815592,iOS,confirmed,15-05-2024,0,0,No
117,3,MAA,SFO,International,round trip,3,23150,7151,30301,14-06-2024,PayPal,No,0,Android,failed,26-06-2024,9.798514975,0,No
205,5,JAI,PNQ,International,round trip,3,26220,8099,34319,10-04-2024,Credit Card,Yes,0,Web,confirmed,04-10-2024,0,26.85361964,Yes
140,1,SFO,GOI,International,round trip,4,30698,9483,40181,31-08-2024,PayPal,Yes,1118.446544,Web,cancelled,13-09-2024,16.26220543,0,No
59,1,MIA,JAI,International,round trip,1,37869,11698,49567,02-07-2024,Credit Card,Yes,327.2663425,Web,confirmed,20-07-2024,4.758450477,0,No
311,5,JFK,GOI,International,one way,5,31895,9853,41748,29-07-2024,Debit Card,No,0,Web,confirmed,10-08-2024,0,0,No
165,7,MAA,LAS,International,round trip,4,28088,8676,36764,23-04-2024,Debit Card,Yes,303.4066186,Web,confirmed,16-05-2024,0,0,No
201,5,AMD,SEA,International,one way,4,12513,3866,16379,03-04-2024,Bank Transfer,No,0,Web,confirmed,21-04-2024,0,0,No
127,7,JFK,MIA,International,round trip,1,26394,8153,34547,04-05-2024,PayPal,Yes,366.5098454,Web,confirmed,21-12-2024,0,11.45136111,Yes
335,3,HYD,CCU,Domestic,round trip,3,4796,1482,6278,16-05-2024,Debit Card,Yes,609.8157248,Web,confirmed,24-05-2024,8.866716646,0,No
184,3,BOM,HYD,Domestic,round trip,3,6659,2057,8716,20-03-2024,Debit Card,Yes,105.4005426,Web,confirmed,08-04-2024,1.532523199,0,No
17,5,ORD,BLR,International,round trip,4,16213,5008,21221,13-08-2024,Bank Transfer,Yes,326.942381,Android,confirmed,17-08-2024,0,0,No
144,5,ATL,BOM,International,round trip,3,31107,9609,40716,29-04-2024,Bank Transfer,Yes,0,Web,confirmed,23-12-2024,0,11.47057225,Yes
32,3,BLR,ATL,International,round trip,4,27334,8444,35778,17-05-2024,PayPal,Yes,361.2558892,Android,failed,29-05-2024,5.252658264,0,No
455,1,JAI,DFW,International,round trip,2,34159,10552,44711,08-08-2024,Bank Transfer,Yes,877.8182765,Android,failed,13-11-2024,12.76347199,54.08000339,Yes
447,1,BOM,BLR,Domestic,round trip,2,10347,3197,13544,25-09-2024,Credit Card,Yes,445.4255518,Web,confirmed,29-09-2024,6.476484607,0,No
45,3,DEN,BLR,International,round trip,2,26838,8290,35128,17-04-2024,Credit Card,Yes,791.0195012,Web,cancelled,18-12-2024,11.50141837,29.2862519,Yes
479,1,HYD,JFK,International,one way,3,36469,11265,47734,10-06-2024,Bank Transfer,Yes,197.9530729,Web,confirmed,15-06-2024,2.878236384,0,No
52,1,HYD,DEL,Domestic,round trip,2,4966,1534,6500,12-08-2024,PayPal,Yes,94.19611723,iOS,failed,13-08-2024,1.369610928,0,No
453,1,SEA,DEN,International,round trip,3,14963,4623,19586,23-07-2024,Debit Card,Yes,544.967373,Android,failed,04-08-2024,7.923822035,0,No
483,1,MAA,DEN,International,one way,2,37614,11619,49233,18-09-2024,PayPal,Yes,657.4366572,Web,confirmed,13-10-2024,9.559124692,0,No
171,5,JAI,ORD,International,round trip,2,16326,5043,21369,12-06-2024,PayPal,Yes,395.4694906,Web,confirmed,30-06-2024,0,0,No
224,5,CCU,MAA,Domestic,one way,5,10671,3297,13968,14-08-2024,Credit Card,Yes,500.2765748,Web,confirmed,04-09-2024,0,0,No
242,1,BOM,DFW,International,one way,3,19162,5919,25081,08-08-2024,Credit Card,Yes,0,Android,cancelled,14-08-2024,15.31067119,0,No
408,5,DFW,MIA,International,round trip,4,15345,4740,20085,26-04-2024,Credit Card,Yes,611.6005765,Web,confirmed,24-05-2024,0,0,No
421,5,PNQ,ORD,International,one way,1,23947,7397,31344,14-08-2024,PayPal,Yes,0,Web,confirmed,27-08-2024,0,0,No
184,7,DEL,BLR,Domestic,round trip,5,10026,3098,13124,08-05-2024,Credit Card,Yes,57.09165567,Web,confirmed,28-12-2024,0,1.096893332,Yes
473,5,BOM,JFK,International,one way,2,32070,9907,41977,12-07-2024,Debit Card,No,0,Android,confirmed,18-07-2024,0,0,No
207,5,BLR,BOM,Domestic,round trip,2,10942,3381,14323,15-04-2024,Bank Transfer,Yes,73.51783605,Web,confirmed,22-04-2024,0,0,No
107,1,DEN,SEA,International,round trip,4,37699,11645,49344,15-04-2024,Debit Card,Yes,685.4519914,Web,confirmed,03-05-2024,9.966467467,0,No
427,5,LAX,MIA,International,round trip,2,27654,8543,36197,19-06-2024,Debit Card,No,0,iOS,confirmed,25-06-2024,0,0,No
58,5,MAA,DFW,International,one way,5,13457,4157,17614,02-06-2024,Bank Transfer,Yes,76.80852335,Android,confirmed,24-06-2024,0,0,No
465,5,CCU,LAS,International,one way,2,29384,9077,38461,02-05-2024,Debit Card,Yes,0,iOS,confirmed,04-01-2025,0,19.09241519,Yes
292,1,BLR,MAA,Domestic,round trip,1,7918,2447,10365,29-05-2024,PayPal,Yes,924.0066751,Android,failed,17-06-2024,13.43505101,0,No
160,5,DEN,GOI,International,round trip,4,20639,6376,27015,20-05-2024,Debit Card,Yes,0,iOS,confirmed,16-07-2024,0,0,No
252,5,MIA,DEL,International,round trip,1,13805,4265,18070,20-03-2024,Debit Card,No,0,Web,confirmed,15-04-2024,0,0,No
363,5,AMD,LAX,International,round trip,5,17131,5292,22423,31-07-2024,Bank Transfer,Yes,988.3271848,iOS,confirmed,23-08-2024,0,0,No
175,1,CCU,BLR,Domestic,round trip,4,9900,3058,12958,22-06-2024,Debit Card,Yes,714.8955233,Web,cancelled,28-06-2024,10.39457623,0,No
380,3,JFK,DEN,International,one way,1,30971,9567,40538,30-03-2024,Bank Transfer,Yes,1168.032291,Web,confirmed,23-04-2024,16.98318187,0,No
46,5,BOM,CCU,Domestic,one way,4,7400,2287,9687,04-07-2024,Bank Transfer,No,0,Web,confirmed,08-07-2024,0,0,No
317,1,GOI,ATL,International,round trip,3,14471,4470,18941,15-09-2024,Bank Transfer,Yes,547.4092068,Android,cancelled,06-12-2024,7.959326283,34.41158975,Yes
477,5,JAI,MIA,International,one way,4,29295,9049,38344,19-03-2024,Debit Card,Yes,0,Web,confirmed,29-10-2024,0,36.92751212,Yes
483,3,DEL,MIA,International,one way,4,31132,9617,40749,18-08-2024,Bank Transfer,Yes,155.870863,Android,cancelled,28-08-2024,2.266361327,0,No
